Sueño_horas,Actividad_física,Alimentación,Estilo_de_vida,Estrés_académico,Apoyo_familiar,Bienestar,Asistencia,Horas_estudio,Interés_académico,Rendimiento_académico,Promedio_acumulado,Carga_laboral,Beca,Deudor,Riesgo_deserción
7.917514433261302,Nunca,Buena,Moderado,Alto,Moderado,Alto,95.61509157175844,23.338989665022574,Moderado,Bueno,10.341811172157566,No trabaja,Sí,No,Riesgo moderado
8.546499283743927,Regular,Excelente,Moderado,Muy Alto,Alto,Alto,95.08415969942992,13.811383133264437,Alto,Deficiente,10.641583819892432,Tiempo parcial,Sí,No,Riesgo moderado
8.396920178674298,Ocasional,Regular,Activo,Moderado,Muy Alto,Moderado,85.94069841191524,12.634462933197389,Alto,Bueno,15.950214286577618,No trabaja,No,Sí,Riesgo leve
5.741173715166042,Nunca,Buena,Moderado,Moderado,Alto,Muy Alto,78.3164183600911,6.3163659111778045,Alto,Excelente,12.53523450880984,Tiempo completo,Sí,Sí,Riesgo alto
6.5361814362231785,Regular,Excelente,Sedentario,Moderado,Moderado,Alto,71.05471562134524,16.692365526560557,Bajo,Bueno,12.185007238528016,Tiempo parcial,Sí,No,Riesgo moderado
7.496895147105346,Nunca,Excelente,Sedentario,Alto,Alto,Alto,84.599627924789,15.74443301976885,Moderado,Regular,13.928722878136663,Tiempo parcial,No,Sí,Riesgo alto
8.463317690683539,Ocasional,Regular,Moderado,Moderado,Muy Alto,Muy Alto,100.0,7.424425318752597,Muy Alto,Regular,12.711594003360123,No trabaja,No,No,Riesgo leve
6.281238643232065,Regular,Excelente,Activo,Alto,Alto,Muy Alto,81.90155098635927,17.26637021066588,Muy Alto,Bueno,14.200097255555491,Tiempo parcial,Sí,No,Riesgo leve
6.721511535004274,Nunca,Regular,Moderado,Muy Alto,Muy Alto,Muy Alto,92.85126585460054,12.509040396492805,Alto,Bueno,13.59455994112666,Tiempo parcial,Sí,Sí,Riesgo moderado
5.340497538990958,Regular,Regular,Activo,Moderado,Alto,Moderado,93.43951400518931,28.45157503644347,Alto,Bueno,11.600008839812714,No trabaja,No,No,Riesgo leve
5.205690063878993,Nunca,Deficiente,Activo,Muy Alto,Muy Alto,Bajo,82.16313779072827,12.153194039545658,Alto,Bueno,12.97760440287723,No trabaja,Sí,No,Riesgo moderado
8.218788733591296,Ocasional,Buena,Sedentario,Muy Alto,Moderado,Moderado,98.1634483751952,12.824033339011034,Moderado,Regular,14.885506642618209,Tiempo completo,No,No,Riesgo alto
9.034360042856235,Regular,Regular,Sedentario,Bajo,Moderado,Moderado,55.91339255519496,10.62611887872816,Moderado,Excelente,14.083836080477251,No trabaja,No,No,Riesgo moderado
6.891984817629499,Ocasional,Regular,Sedentario,Moderado,Alto,Muy Alto,72.77249721261825,21.38938260520986,Alto,Deficiente,13.836115035216338,Tiempo parcial,No,No,Riesgo moderado
8.505299346838036,Nunca,Regular,Moderado,Muy Alto,Alto,Alto,75.8436770364154,13.136121027676234,Alto,Bueno,17.874768482358768,No trabaja,Sí,No,Riesgo leve
7.542454037571451,Ocasional,Excelente,Sedentario,Muy Alto,Muy Alto,Bajo,76.8028497713261,11.375429231172516,Bajo,Bueno,15.462075050771071,No trabaja,Sí,No,Riesgo moderado
6.032320368092313,Ocasional,Excelente,Moderado,Bajo,Muy Alto,Moderado,88.36262951185896,18.53477504960271,Muy Alto,Deficiente,15.704882529642685,No trabaja,Sí,No,Riesgo leve
7.5420934082626205,Regular,Regular,Moderado,Bajo,Moderado,Moderado,87.90037803053902,8.098235322934073,Muy Alto,Bueno,13.668063184410151,No trabaja,No,No,Riesgo leve
9.307054849698954,Ocasional,Excelente,Moderado,Moderado,Moderado,Alto,88.93990572175008,18.12555273124474,Moderado,Bueno,14.44029038070255,Tiempo parcial,No,No,Riesgo leve
6.946260941335073,Regular,Excelente,Sedentario,Muy Alto,Alto,Alto,90.96081494132487,23.906998583004288,Alto,Bueno,13.137800020948614,Tiempo parcial,Sí,No,Riesgo leve
9.346965483721009,Frecuente,Buena,Moderado,Moderado,Moderado,Muy Alto,75.4989543085435,17.833039164175446,Muy Alto,Deficiente,15.555099531048256,Tiempo parcial,No,No,Riesgo moderado
4.0,Ocasional,Regular,Moderado,Alto,Alto,Muy Alto,72.8182393319268,18.189491581299624,Bajo,Regular,13.779200191801912,Tiempo parcial,No,Sí,Riesgo alto
8.232853756562836,Frecuente,Buena,Moderado,Alto,Muy Alto,Moderado,88.96319682007864,19.35030108453742,Alto,Regular,14.444755497861113,No trabaja,Sí,No,Riesgo leve
7.130570602357257,Ocasional,Excelente,Activo,Bajo,Muy Alto,Moderado,78.6976792635356,23.548540143377593,Alto,Regular,14.321222604310336,Tiempo parcial,Sí,No,Riesgo leve
6.551488974301199,Frecuente,Buena,Sedentario,Alto,Alto,Moderado,69.29524954632029,21.049469800095522,Moderado,Excelente,13.963666237189091,Tiempo parcial,Sí,No,Riesgo moderado
7.137641164803253,Nunca,Regular,Activo,Moderado,Muy Alto,Moderado,94.71344284541482,17.19834861136512,Muy Alto,Bueno,19.876376134311542,Tiempo parcial,No,Sí,Riesgo leve
4.018646628098661,Regular,Buena,Moderado,Muy Alto,Alto,Muy Alto,98.95101906502298,19.51945700318001,Moderado,Regular,12.666761445010556,Tiempo parcial,No,No,Riesgo moderado
6.670492168243732,Ocasional,Buena,Moderado,Moderado,Moderado,Alto,100.0,10.570325372674446,Bajo,Excelente,12.648576939682615,Tiempo parcial,No,Sí,Riesgo moderado
7.53566885726762,Ocasional,Buena,Moderado,Alto,Alto,Alto,86.8700772147472,18.88146795373661,Bajo,Bueno,15.388193493623515,No trabaja,Sí,Sí,Riesgo moderado
9.216841067112274,Regular,Regular,Moderado,Alto,Alto,Alto,91.25932095972902,9.972220144081263,Bajo,Regular,12.809662001849642,Tiempo parcial,Sí,No,Riesgo moderado
6.222594672589529,Regular,Regular,Sedentario,Moderado,Alto,Bajo,98.69868223361911,13.164887906841866,Moderado,Regular,13.417187277302213,No trabaja,No,No,Riesgo moderado
5.787259595660219,Nunca,Excelente,Moderado,Bajo,Moderado,Bajo,78.58584209976566,0.0,Alto,Regular,11.827178093288763,Tiempo parcial,No,Sí,Riesgo alto
6.247364434623195,Ocasional,Excelente,Moderado,Moderado,Alto,Alto,96.10677684054092,17.00714829683731,Moderado,Excelente,14.983115838805174,No trabaja,No,No,Sin riesgo
8.373103176553112,Regular,Regular,Moderado,Moderado,Alto,Alto,87.75396234143209,11.780639944458237,Alto,Bueno,15.008514488968302,Tiempo parcial,No,No,Sin riesgo
7.493126664489527,Regular,Excelente,Moderado,Alto,Muy Alto,Moderado,94.1371165234259,20.555726076022314,Alto,Excelente,13.36961588015311,Tiempo parcial,No,No,Riesgo leve
6.205359694349442,Frecuente,Regular,Activo,Alto,Alto,Alto,86.86093020875936,16.950963053027014,Moderado,Regular,15.429633376960146,Tiempo parcial,Sí,No,Riesgo leve
7.769901149670034,Regular,Buena,Moderado,Moderado,Muy Alto,Muy Alto,97.96256709748002,20.620479473508126,Alto,Excelente,10.283749972532817,Tiempo parcial,No,Sí,Riesgo moderado
7.14561632402206,Frecuente,Buena,Sedentario,Alto,Muy Alto,Alto,87.23523762541537,9.58201727663731,Alto,Deficiente,12.586293196971313,Tiempo completo,No,No,Riesgo alto
8.452967485799334,Regular,Excelente,Moderado,Alto,Moderado,Alto,70.16020940532583,20.191930185798164,Alto,Excelente,13.660041627578138,Tiempo parcial,Sí,No,Riesgo leve
5.946920359183972,Ocasional,Excelente,Activo,Alto,Alto,Alto,99.51926632314722,25.529281721816634,Moderado,Excelente,11.655435006194095,No trabaja,No,No,Riesgo leve
6.508506780103348,Nunca,Regular,Activo,Moderado,Muy Alto,Alto,75.52469259027887,18.82079149965947,Alto,Regular,10.502573925162556,Tiempo completo,Sí,No,Riesgo moderado
6.411837770301764,Regular,Excelente,Moderado,Moderado,Alto,Alto,97.53058210243914,18.951745043461443,Muy Alto,Bueno,13.384208069923107,Tiempo parcial,No,No,Sin riesgo
4.804727577801822,Regular,Regular,Activo,Moderado,Muy Alto,Muy Alto,84.09757118559678,15.847988381974675,Moderado,Bueno,15.388040174121484,Tiempo parcial,No,No,Riesgo leve
7.444180415596864,Nunca,Buena,Moderado,Alto,Moderado,Moderado,96.76010985197706,12.376656097173178,Moderado,Excelente,16.564216782853023,Tiempo completo,No,No,Riesgo moderado
7.391582908269834,Ocasional,Buena,Moderado,Moderado,Bajo,Alto,96.34768614866765,18.805961863507545,Alto,Regular,12.905424233589255,No trabaja,No,No,Riesgo moderado
7.0076701849636915,Frecuente,Buena,Activo,Moderado,Muy Alto,Moderado,89.30142974315372,7.469585447989658,Bajo,Bueno,15.466431675243188,No trabaja,No,No,Riesgo leve
6.64811929993728,Regular,Regular,Activo,Bajo,Muy Alto,Moderado,90.08535317627131,12.911224375395918,Alto,Excelente,15.273084076151335,Tiempo parcial,No,No,Sin riesgo
4.876943886924378,Ocasional,Excelente,Moderado,Alto,Muy Alto,Alto,89.22628617192566,6.14471598831409,Moderado,Bueno,16.437216348668994,Tiempo parcial,Sí,No,Riesgo leve
6.369032015851961,Ocasional,Regular,Activo,Moderado,Alto,Muy Alto,64.86175243718922,11.481718113424586,Bajo,Regular,13.299617939291997,Tiempo parcial,No,No,Riesgo alto
6.485928225209846,Ocasional,Deficiente,Sedentario,Moderado,Muy Alto,Moderado,86.18330218898203,18.210225459467807,Alto,Bueno,10.402999009630651,Tiempo parcial,Sí,No,Riesgo moderado
5.796584096167572,Ocasional,Buena,Activo,Moderado,Muy Alto,Moderado,73.83935823928105,17.526966881102318,Bajo,Deficiente,14.140371704845489,Tiempo parcial,No,Sí,Riesgo alto
6.758071432500986,Ocasional,Buena,Moderado,Moderado,Muy Alto,Moderado,86.71187143745662,15.254568477677363,Moderado,Bueno,11.972412518060555,Tiempo parcial,Sí,No,Riesgo leve
7.606076285221808,Nunca,Excelente,Sedentario,Alto,Alto,Alto,73.57057453616784,15.852004970310054,Bajo,Regular,12.552989781875985,Tiempo parcial,Sí,No,Riesgo alto
9.829278851815795,Regular,Regular,Sedentario,Moderado,Alto,Moderado,73.15048058773925,5.570676910678953,Bajo,Regular,13.397561711893635,No trabaja,Sí,Sí,Riesgo alto
7.261866719247759,Ocasional,Regular,Moderado,Moderado,Muy Alto,Moderado,100.0,13.137188597145425,Muy Alto,Bueno,13.322144737301715,Tiempo parcial,No,No,Riesgo leve
7.386325586084147,Regular,Excelente,Moderado,Alto,Alto,Alto,95.69447388124189,11.59324196782395,Muy Alto,Regular,14.283118533791589,Tiempo parcial,Sí,No,Riesgo leve
6.888331126350749,Frecuente,Buena,Moderado,Moderado,Alto,Bajo,84.95857415055846,11.704701547427296,Moderado,Bueno,15.406312632839235,Tiempo parcial,Sí,No,Riesgo leve
4.121843177051438,Ocasional,Regular,Sedentario,Moderado,Alto,Alto,86.84768650249023,17.997893139068765,Alto,Bueno,13.264528833448066,No trabaja,Sí,No,Sin riesgo
6.960229186826175,Regular,Buena,Moderado,Muy Alto,Alto,Alto,82.5208397425699,10.697463367473448,Moderado,Regular,14.79139501321601,No trabaja,Sí,No,Riesgo moderado
7.09034531491154,Ocasional,Buena,Moderado,Moderado,Alto,Moderado,90.69876375979523,11.976595749362946,Alto,Regular,14.02963201986101,Tiempo parcial,Sí,No,Riesgo leve
10.69486316872793,Frecuente,Buena,Moderado,Moderado,Bajo,Alto,78.23945633451196,4.564653771452418,Moderado,Bueno,15.87098879175689,No trabaja,No,Sí,Riesgo alto
6.711458552828316,Ocasional,Buena,Moderado,Bajo,Muy Alto,Alto,94.93740262867958,13.529384098119152,Moderado,Regular,13.622816297787367,No trabaja,Sí,Sí,Riesgo leve
7.452321013500419,Regular,Excelente,Moderado,Moderado,Alto,Alto,82.46913158985889,9.560812261431902,Alto,Bueno,13.842146648450889,No trabaja,No,Sí,Riesgo leve
6.947932345442135,Regular,Excelente,Activo,Alto,Alto,Alto,80.80153004168771,15.396014643448218,Bajo,Bueno,13.251199104002186,Tiempo parcial,Sí,No,Riesgo moderado
5.246982943570702,Ocasional,Buena,Activo,Alto,Moderado,Moderado,85.21713018484843,10.244459766287676,Bajo,Excelente,13.675502920083009,Tiempo parcial,No,Sí,Riesgo alto
8.71423422177253,Nunca,Regular,Moderado,Alto,Bajo,Muy Alto,79.0885317007439,15.52271122774608,Alto,Bueno,12.43302374330825,Tiempo parcial,No,No,Riesgo moderado
8.127899549030161,Regular,Excelente,Moderado,Moderado,Moderado,Alto,88.28682349496484,14.276571196288284,Alto,Deficiente,12.234805427712974,No trabaja,Sí,No,Riesgo leve
8.186547920564571,Regular,Buena,Sedentario,Moderado,Alto,Moderado,79.626374106866,23.360208865211604,Alto,Bueno,15.55153077056545,Tiempo parcial,No,No,Riesgo leve
5.635918817807892,Ocasional,Buena,Sedentario,Alto,Bajo,Moderado,89.68523602818836,17.486089902265967,Alto,Excelente,11.833596633630798,Tiempo parcial,Sí,Sí,Riesgo alto
9.10419146640415,Regular,Regular,Moderado,Muy Alto,Muy Alto,Bajo,97.16006538911476,5.801810637188485,Alto,Bueno,13.361763820604192,No trabaja,Sí,No,Riesgo moderado
4.8972234058115784,Ocasional,Excelente,Activo,Bajo,Moderado,Bajo,77.80678313191827,8.675555779486459,Moderado,Excelente,16.03068557254199,No trabaja,No,No,Riesgo moderado
7.880285640700405,Regular,Buena,Sedentario,Moderado,Moderado,Alto,83.69424542704829,15.276040044961666,Moderado,Bueno,13.294598409992785,Tiempo completo,No,No,Riesgo moderado
10.285683438714969,Ocasional,Regular,Sedentario,Moderado,Moderado,Bajo,89.61330713035422,10.350760258036747,Alto,Bueno,15.65748090737115,Tiempo parcial,No,No,Riesgo moderado
5.514195512303967,Frecuente,Buena,Sedentario,Bajo,Bajo,Moderado,80.64142645018593,0.15815784882073913,Alto,Regular,12.817908558546316,Tiempo parcial,Sí,No,Riesgo alto
6.150553405595842,Ocasional,Excelente,Activo,Moderado,Muy Alto,Alto,89.64320560826665,21.747731569168717,Alto,Bueno,11.897672787299612,No trabaja,Sí,Sí,Riesgo leve
7.1494770476314615,Ocasional,Deficiente,Moderado,Bajo,Muy Alto,Moderado,90.5539886065174,18.60112008452704,Alto,Regular,10.810348290198359,Tiempo parcial,Sí,No,Riesgo moderado
6.244786518825701,Nunca,Excelente,Moderado,Alto,Alto,Alto,95.83261776294304,17.604884367458858,Moderado,Deficiente,16.625448138545323,Tiempo parcial,No,No,Riesgo moderado
4.674004853400801,Nunca,Buena,Moderado,Alto,Moderado,Alto,78.94009953915088,11.963384772645425,Moderado,Deficiente,11.72625763673117,Tiempo parcial,No,No,Riesgo alto
7.102844462209041,Regular,Buena,Moderado,Bajo,Moderado,Moderado,75.57224759769525,17.138383855049646,Moderado,Regular,15.494373180250186,Tiempo completo,Sí,No,Riesgo moderado
5.406544429410843,Ocasional,Regular,Moderado,Bajo,Alto,Alto,81.92422610436256,11.478198378895591,Alto,Regular,12.000105946413235,Tiempo completo,No,No,Riesgo moderado
7.710388645952772,Regular,Regular,Sedentario,Alto,Muy Alto,Alto,75.322476604529,16.024286501088454,Alto,Bueno,16.634767835879643,Tiempo completo,Sí,Sí,Riesgo moderado
5.620863648649295,Nunca,Excelente,Activo,Moderado,Moderado,Moderado,90.64498204047497,10.397083870817614,Muy Alto,Regular,18.4135654492302,No trabaja,No,No,Riesgo leve
9.324901607526309,Ocasional,Regular,Moderado,Alto,Alto,Moderado,73.38248699823589,22.58144225278007,Alto,Excelente,10.626939880619327,Tiempo completo,Sí,No,Riesgo alto
5.825120061495644,Ocasional,Buena,Moderado,Moderado,Alto,Alto,100.0,7.148816729590777,Muy Alto,Regular,11.830487131682371,No trabaja,No,Sí,Riesgo moderado
6.516907725691486,Nunca,Regular,Sedentario,Alto,Moderado,Muy Alto,97.9592786157375,21.161419147554156,Alto,Regular,15.54626372760645,Tiempo completo,No,Sí,Riesgo alto
8.220275826054504,Nunca,Regular,Moderado,Moderado,Alto,Alto,85.12575769600315,15.19457914008665,Muy Alto,Deficiente,15.026085846731629,No trabaja,No,No,Riesgo leve
5.1537035253490675,Ocasional,Deficiente,Moderado,Bajo,Bajo,Moderado,93.67394492997975,12.552665023290047,Alto,Regular,15.553843709520383,Tiempo parcial,Sí,No,Riesgo moderado
7.341189901906194,Ocasional,Buena,Moderado,Moderado,Muy Alto,Alto,68.63198135689208,15.83501460847869,Muy Alto,Deficiente,12.852488899191247,No trabaja,No,No,Riesgo moderado
8.960714131423643,Ocasional,Excelente,Sedentario,Moderado,Moderado,Alto,100.0,18.666740035890903,Moderado,Bueno,17.975068322046734,Tiempo parcial,Sí,No,Riesgo leve
4.588775148158159,Regular,Regular,Activo,Moderado,Alto,Alto,79.0978538779951,21.833733683471984,Bajo,Bueno,14.236098933379548,No trabaja,No,No,Riesgo leve
7.276950787798456,Regular,Regular,Sedentario,Alto,Bajo,Alto,83.79502586100641,16.56571511566766,Alto,Regular,11.566074846312961,Tiempo parcial,No,No,Riesgo alto
7.389824191372635,Nunca,Regular,Moderado,Moderado,Muy Alto,Alto,66.44066712811563,10.546519573688613,Muy Alto,Regular,13.49370299991411,Tiempo parcial,Sí,No,Riesgo moderado
8.172734307665966,Ocasional,Buena,Activo,Bajo,Moderado,Muy Alto,89.86287304740895,15.278150618828942,Moderado,Deficiente,11.592866207542334,Tiempo parcial,No,No,Riesgo moderado
5.144573933682877,Frecuente,Buena,Moderado,Alto,Muy Alto,Alto,73.93655842922891,24.083966183311865,Moderado,Bueno,17.18188271710821,No trabaja,No,Sí,Riesgo moderado
5.019315080373586,Regular,Excelente,Moderado,Alto,Muy Alto,Alto,86.01655761566029,21.738390427563118,Alto,Bueno,12.679337474399768,Tiempo parcial,Sí,No,Riesgo leve
